Id,Bone_Health_Calcium,VitA_Percentage,Saturated_Lipids,Energy_Content,Cholesterol_Level,Drink_Name,Iron_Concentration,VitC_Content,Sweetness_Index,Drink_Type,Salt_Level,Health_Category,Flavor_Variant,Fibre_Amount,Processed_Oil_Content,Carb_Count,Protein_Quantity,Stimulant_Caffeine,Heart_Risk_Index,Health_Rating,Fat_Content
3001,152%,47%,0.01602,15.9415,23.0,Brand 29,1.52%,10%,141.0, South Indian Filter Coffee ,11,Vitamin_Rich,Elaichi Doodh,0.855,2.9154,390,41.5,144,11.195, Medium ,14.1408
3002,19%,36%,0.01765,27.2792,31.0,Brand 19,0.11%,6%,185.0, Masala Chai ,17,High_Protein,Badam Milk,0.101,1.7255,519,20.3,242,16.8253, Medium ,0.0
3003,97%,51%,0.03949,22.8091,2.0,Brand 10,3.51%,7%,49.0, South Indian Filter Coffee ,11,Vitamin_Rich,Rose Milk,0.101,2.8036,293,43.3,272,18.2178, Medium ,188.2707
3004,90%,29%,0.03801,23.047,36.0,Brand 15,19.91%,5%,157.0, Special Spiced Chai ,11,Low_Fat,Badam Milk,0.101,0.7363,590,33.2,132,9.798, Medium ,53.6303
3005,137%,41%,0.08686,30.1284,18.0,Brand 11,0.11%,13%,208.0, South Indian Filter Coffee ,27,Low_Fat,Badam Milk,0.101,1.5039,647,120.2,230,21.2902, Medium ,0.1373
3006,124%,60%,0.25365,29.9085,31.0,Brand 6,19.47%,13%,64.0, South Indian Filter Coffee ,40,Vitamin_Rich,Malai Milk,43.202,3.9656,517,116.8,269,16.9484, Medium ,219.8042
3007,66%,49%,0.11788,34.6022,78.0,Brand 10,57.78%,15%,187.0, Lassi Blends ,38,Vitamin_Rich,Malai Milk,3.874,3.8331,782,136.0,196,36.5713, High ,238.8297
3008,16%,0%,0.03947,0.0,16.0,Brand 20,2.49%,9%,2.0, Masala Chai ,11,Low_Fat,Medium Glass,0.101,0.1484,12,3.0,267,3.3381, Medium ,0.0
3009,26%,28%,0.03653,27.3998,60.0,Brand 27,16.32%,6%,80.0, Cold Coffee ,16,Vitamin_Rich,Large Kulhad,0.101,1.7813,150,9.2,28,16.3282, Medium ,2.2943
3010,109%,31%,0.08944,28.3551,58.0,Brand 17,31.32%,6%,135.0, Masala Chai ,41,High_Protein,Malai Milk,3.028,1.347,950,40.4,44,31.7974, Medium ,41.1234
3011,13%,0%,0.01715,5.8068,3.0,Brand 19,0.11%,8%,2.0, South Indian Filter Coffee ,10,Low_Fat,Extra Large Kulhad,0.101,0.0,89,3.0,206,6.116, Medium ,0.0
3012,14%,37%,0.01101,18.4668,20.0,Brand 19,0.11%,12%,79.0, Nimbu Pani & Shikanji ,16,Low_Fat,Elaichi Doodh,0.101,0.4234,299,18.7,173,7.1247, Medium ,0.0
3013,14%,27%,0.08554,35.5146,38.0,Brand 19,0.11%,11%,71.0, Nimbu Pani & Shikanji ,24,Low_Fat,Full Cream Buffalo Milk,0.101,1.0777,943,18.4,40,20.3611, Medium ,19.5477
3014,54%,8%,0.0286,17.587,28.0,Brand 19,0.31%,7%,62.0, Nimbu Pani & Shikanji ,11,Low_Fat,Elaichi Doodh,0.101,0.9663,836,28.5,341,15.8782, Medium ,2.3016
3015,33%,0%,0.02454,0.7571,2.0,Brand 19,0.11%,12%,10.0, South Indian Filter Coffee ,11,Low_Fat,Badam Milk,0.19,0.6824,0,11.6,291,9.4993, Low ,1.3042
3016,10%,4%,0.02643,7.7113,13.0,Brand 13,0.11%,6%,105.0, Nimbu Pani & Shikanji ,10,Low_Fat,Medium Glass,0.101,0.0,0,4.8,51,4.3917, Medium ,0.0
3017,10%,9%,0.02426,0.0,14.0,Brand 13,0.11%,11%,2.0, Nimbu Pani & Shikanji ,10,Low_Fat,Large Kulhad,0.13,0.0,0,3.0,41,3.3381, Low ,0.0
3018,37%,43%,0.16275,26.6141,24.0,Brand 29,0.11%,9%,52.0, South Indian Filter Coffee ,26,Vitamin_Rich,Malai Milk,3.322,3.1096,518,97.9,191,21.6088, Medium ,30.5867
3019,91%,37%,0.02915,22.2623,25.0,Brand 9,0.11%,11%,174.0, Special Spiced Chai ,11,Vitamin_Rich,Badam Milk,0.101,3.1347,252,92.9,139,16.1541, Medium ,63.7213
3020,10%,13%,0.02699,21.0616,13.0,Brand 21,0.15%,8%,35.0, Nimbu Pani & Shikanji ,11,Low_Fat,Large Kulhad,0.101,0.006,0,3.0,635,3.3381, Medium ,0.0
3021,53%,56%,0.0194,23.16,9.0,Brand 8,0.11%,8%,150.0, South Indian Filter Coffee ,17,Low_Fat,Kesar Doodh,0.101,3.4525,173,51.8,149,19.3661, Medium ,2.7132
3022,123%,53%,0.08473,30.2574,92.0,Brand 4,0.47%,11%,171.0, Masala Chai ,17,Vitamin_Rich,Kesar Doodh,5.85,3.5179,668,124.8,238,39.969, Medium ,19.2099
3023,50%,6%,0.01763,28.5114,15.0,Brand 10,0.11%,11%,12.0, Masala Chai ,10,Low_Fat,Extra Large Kulhad,2.149,0.3534,78,47.4,263,11.9485, Medium ,0.0
3024,45%,32%,0.03531,28.148,50.0,Brand 14,13.52%,11%,45.0, Masala Chai ,11,Vitamin_Rich,Badam Milk,2.218,1.2965,18,25.5,151,22.8816, Medium ,17.1242
3025,62%,30%,0.09066,25.5455,54.0,Brand 11,35.9%,11%,27.0, Light Buttermilk (Chaas) ,10,Vitamin_Rich,Badam Milk,0.101,1.0014,124,39.4,141,10.2803, Medium ,6.6947
3026,25%,26%,0.01101,27.8904,76.0,Brand 25,31.85%,67%,67.0, Masala Chai ,12,Vitamin_Rich,Kesar Doodh,0.571,0.901,643,26.4,36,36.2015, High ,56.2854
3027,47%,64%,0.085,26.69,19.0,Brand 11,1.63%,7%,70.0, Masala Chai ,10,Vitamin_Rich,Badam Milk,4.686,2.481,267,49.6,133,14.8291, Medium ,56.3694
3028,10%,0%,0.02899,8.731,2.0,Brand 21,0.11%,13%,33.0, Nimbu Pani & Shikanji ,11,Low_Fat,Extra Large Kulhad,0.101,0.1809,0,3.0,263,3.3381, Medium ,0.0
3029,29%,49%,0.01904,22.9973,28.0,Brand 21,0.11%,6%,105.0, South Indian Filter Coffee ,11,Vitamin_Rich,Malai Milk,1.361,0.774,92,31.3,151,10.0163, Medium ,9.178
3030,85%,29%,0.09388,37.6494,88.0,Brand 10,24.3%,9%,184.0, Cold Coffee ,46,Vitamin_Rich,Full Cream Buffalo Milk,3.789,2.4234,475,47.5,132,37.2012, Medium ,17.0508
3031,63%,28%,0.0367,24.4578,22.0,Brand 30,0.11%,11%,100.0, Masala Chai ,11,Low_Fat,Badam Milk,0.101,1.2142,129,29.9,20,24.4054, Medium ,17.6631
3032,44%,44%,0.03369,25.3014,6.0,Brand 29,40.09%,9%,96.0, South Indian Filter Coffee ,11,Low_Fat,Badam Milk,1.988,1.1408,60,35.3,241,17.4391, Medium ,0.0
3033,134%,46%,0.10315,40.0311,68.0,Brand 10,0.11%,12%,135.0, Special Spiced Chai ,27,Vitamin_Rich,Malai Milk,1.375,1.4042,568,90.7,20,30.3757, Medium ,3.2309
3034,105%,41%,0.03245,29.0052,28.0,Brand 14,1.71%,8%,94.0, South Indian Filter Coffee ,16,Vitamin_Rich,Badam Milk,248.634,2.7508,479,64.0,264,22.964, Medium ,14.1146
3035,69%,28%,0.02674,19.9784,33.0,Brand 25,0.11%,9%,30.0, Masala Chai ,11,Vitamin_Rich,Badam Milk,0.542,1.143,408,32.1,137,14.3079, Medium ,18.5776
3036,10%,6%,0.02258,7.4509,0.0,Brand 12,0.11%,10%,2.0, Nimbu Pani & Shikanji ,12,Low_Fat,Medium Glass,1.652,0.0521,0,3.0,509,4.404, Low ,0.0
3037,80%,53%,0.01101,31.8728,40.0,Brand 11,0.11%,13%,43.0, South Indian Filter Coffee ,47,Vitamin_Rich,Elaichi Doodh,27.998,0.5857,305,99.9,53,22.9838, Medium ,6.2214
3038,48%,30%,0.022,29.0435,39.0,Brand 16,42.39%,6%,182.0, Cold Coffee ,12,Vitamin_Rich,Badam Milk,0.502,3.6146,984,24.2,150,15.8617, Medium ,64.7973
3039,65%,24%,0.01839,18.8477,45.0,Brand 4,0.25%,9%,2.0, Masala Chai ,10,Vitamin_Rich,Small Glass,0.101,1.5998,135,5.2,138,16.0528, Medium ,25.847
3040,37%,36%,0.01708,15.0773,31.0,Brand 32,0.11%,6%,154.0, South Indian Filter Coffee ,11,Vitamin_Rich,Badam Milk,0.101,1.6556,146,36.2,140,9.7237, Medium ,27.8432
3041,40%,32%,0.03425,27.5699,30.0,Brand 19,0.83%,9%,79.0, Special Spiced Chai ,12,Low_Fat,Elaichi Doodh,0.101,1.3303,167,15.3,243,10.0881, Medium ,0.0
3042,48%,25%,0.01999,26.731,2.0,Brand 32,0.11%,8%,103.0, Special Spiced Chai ,11,Low_Fat,Elaichi Doodh,1.849,0.5231,483,6.4,275,3.3381, Medium ,0.0
3043,28%,37%,0.06618,31.6622,76.0,Brand 32,29.52%,11%,86.0, Lassi Blends ,46,Vitamin_Rich,Badam Milk,3.738,3.9448,532,53.4,20,32.637, Medium ,31.546
3044,36%,30%,0.0171,34.5954,39.0,Brand 14,14.0%,6%,199.0, Lassi Blends ,17,Low_Fat,Badam Milk,0.234,0.3821,837,11.3,29,17.4048, Medium ,56.6498
3045,62%,31%,0.09203,24.8739,41.0,Brand 17,23.74%,11%,81.0, Lassi Blends ,11,Low_Fat,Badam Milk,0.796,0.7959,189,25.8,53,9.7984, Medium ,43.8944
3046,83%,31%,0.15538,35.3939,73.0,Brand 24,48.08%,5%,116.0, Cold Coffee ,16,Vitamin_Rich,Elaichi Doodh,1.767,0.1552,571,82.4,247,33.9361, Medium ,7.6464
3047,58%,54%,0.10404,29.09,33.0,Brand 32,41.94%,14%,142.0, Mango Shake ,51,Vitamin_Rich,Malai Milk,432.456,2.039,594,111.3,147,24.1896, High ,279.8816
3048,21%,5%,0.03502,3.051,9.0,Brand 19,0.11%,11%,81.0, Nimbu Pani & Shikanji ,11,Low_Fat,Malai Milk,0.598,1.2201,134,12.2,261,6.6695, Medium ,3.2562
3049,84%,47%,0.01334,25.4219,48.0,Brand 21,0.11%,11%,39.0, Nimbu Pani & Shikanji ,17,Low_Fat,Malai Milk,0.101,1.0092,517,91.5,44,25.4529, Medium ,3.3442
3050,10%,6%,0.02183,5.4513,0.0,Brand 21,0.11%,11%,2.0, Masala Chai ,11,Low_Fat,Large Kulhad,0.101,0.0,30,3.0,491,3.3381, Low ,5.5851
3051,10%,47%,0.03344,26.0033,49.0,Brand 1,0.11%,40%,34.0, Special Spiced Chai ,11,Low_Fat,Malai Milk,0.101,0.7652,359,26.2,47,17.5105, Medium ,57.4655
3052,10%,4%,0.02024,21.6533,19.0,Brand 28,0.11%,8%,77.0, South Indian Filter Coffee ,10,Low_Fat,Kesar Doodh,2.753,0.5714,131,9.7,121,16.6292, Medium ,0.0
3053,77%,29%,0.0219,25.513,25.0,Brand 25,0.6%,8%,120.0, Mango Shake ,11,Low_Fat,Malai Milk,312.634,2.1987,680,109.6,26,19.6074, High ,44.8681
3054,34%,35%,0.01966,28.2163,70.0,Brand 15,2.43%,53%,87.0, Cold Coffee ,10,Low_Fat,Kesar Doodh,6.185,0.0,512,42.7,20,23.9008, High ,9.9263
3055,30%,25%,0.07812,36.0899,72.0,Brand 31,36.65%,5%,24.0, Cold Coffee ,10,Vitamin_Rich,Full Cream Buffalo Milk,0.101,1.1343,336,54.0,20,40.6896, Medium ,15.0817
3056,63%,60%,0.01912,29.7222,20.0,Brand 32,1.24%,11%,2.0, Kadak Chai ,11,Low_Fat,Rose Milk,0.101,0.0,396,30.4,250,25.4766, Medium ,7.7563
3057,91%,33%,0.03703,32.1843,49.0,Brand 15,29.43%,10%,128.0, Lassi Blends ,11,Low_Fat,Malai Milk,3.678,1.6132,697,36.3,217,18.6916, Medium ,167.9568
3058,14%,26%,0.07767,31.9498,17.0,Brand 5,0.83%,10%,52.0, Cold Coffee ,10,Low_Fat,Badam Milk,0.101,1.0792,332,3.0,148,19.8188, Medium ,1.3811
3059,132%,39%,0.01433,28.7682,43.0,Brand 19,40.4%,7%,24.0, South Indian Filter Coffee ,10,Vitamin_Rich,Badam Milk,0.101,4.0638,102,54.1,138,20.4818, Medium ,8.2109
3060,16%,0%,0.02061,18.7469,8.0,Brand 21,0.11%,9%,127.0, South Indian Filter Coffee ,12,Low_Fat,Elaichi Doodh,0.101,0.1032,89,28.5,149,4.7714, Medium ,12.1768
3061,47%,33%,0.03627,11.4467,16.0,Brand 6,0.11%,9%,42.0, South Indian Filter Coffee ,12,Low_Fat,Full Cream Buffalo Milk,0.101,0.0,354,28.5,255,14.9177, Medium ,0.0
3062,79%,29%,0.02929,28.6664,82.0,Brand 26,23.26%,5%,181.0, Lassi Blends ,11,Vitamin_Rich,Badam Milk,0.101,1.951,854,36.0,50,27.1389, Medium ,1.998
3063,65%,44%,0.227,17.2742,21.0,Brand 6,0.11%,11%,90.0, Special Spiced Chai ,42,Vitamin_Rich,Malai Milk,6.033,4.0547,391,42.8,124,17.8291, Medium ,10.4192
3064,24%,25%,0.01698,25.4248,14.0,Brand 9,16.01%,5%,153.0, Masala Chai ,12,Vitamin_Rich,Badam Milk,0.101,2.2318,319,3.0,145,12.7182, Medium ,12.0944
3065,130%,54%,0.16729,18.1443,29.0,Brand 9,0.11%,14%,39.0, South Indian Filter Coffee ,44,Low_Fat,Extra Large Kulhad,0.101,2.9899,446,44.2,253,10.0702, Medium ,5.9801
3066,62%,55%,0.01564,18.3712,10.0,Brand 16,2.07%,9%,50.0, South Indian Filter Coffee ,29,Vitamin_Rich,Elaichi Doodh,1.298,3.6173,316,42.4,276,6.8884, Medium ,26.4064
3067,33%,11%,0.01488,15.362,13.0,Brand 15,1.14%,11%,2.0, Masala Chai ,11,Low_Fat,Rose Milk,0.936,0.8167,0,29.3,148,6.0959, Medium ,0.0
3068,46%,31%,0.0917,20.9199,32.0,Brand 14,17.31%,8%,67.0, Masala Chai ,12,Low_Fat,Elaichi Doodh,0.101,1.0679,194,40.2,250,12.8463, Medium ,40.7464
3069,72%,0%,0.10321,35.2992,33.0,Brand 7,0.11%,6%,42.0, South Indian Filter Coffee ,10,Low_Fat,Elaichi Doodh,0.101,0.4611,470,29.4,254,25.1636, Medium ,9.0053
3070,10%,0%,0.01783,9.3901,5.0,Brand 20,0.11%,12%,10.0, Masala Chai ,10,Low_Fat,Large Kulhad,0.101,0.0,30,3.0,464,3.3381, Low ,0.0
3071,25%,31%,0.01101,29.448,31.0,Brand 5,0.11%,6%,105.0, Nimbu Pani & Shikanji ,12,Low_Fat,Malai Milk,0.101,0.4092,313,29.4,276,10.8301, Medium ,9.6862
3072,39%,31%,0.08318,20.9842,20.0,Brand 9,33.51%,5%,190.0, South Indian Filter Coffee ,10,Vitamin_Rich,Malai Milk,0.582,3.6431,442,29.6,147,11.3789, Medium ,8.5333
3073,42%,7%,0.04272,19.3754,38.0,Brand 25,11.79%,12%,122.0, Masala Chai ,12,Low_Fat,Rose Milk,5.839,0.5694,0,36.3,20,6.1739, Medium ,4.5563
3074,83%,54%,0.08186,19.6315,32.0,Brand 11,0.11%,12%,104.0, South Indian Filter Coffee ,34,Vitamin_Rich,Full Cream Buffalo Milk,2.556,1.7537,525,125.3,143,15.8765, Medium ,18.4127
3075,35%,29%,0.07952,31.607,65.0,Brand 14,0.11%,8%,79.0, Masala Chai ,11,Low_Fat,Badam Milk,0.101,1.3411,101,51.6,194,20.0568, Medium ,1.8698
3076,30%,0%,0.02563,33.0032,30.0,Brand 27,0.11%,45%,26.0, Masala Chai ,11,Low_Fat,Saffron-Infused Milk,2.325,0.9694,151,3.0,20,13.252, Medium ,0.5892
3077,49%,0%,0.01101,21.7275,6.0,Brand 17,0.21%,11%,56.0, Cold Coffee ,10,Low_Fat,Badam Milk,3.617,1.5565,80,37.9,155,5.9103, Low ,5.1196
3078,51%,0%,0.01811,28.7086,21.0,Brand 9,0.82%,7%,9.0, Masala Chai ,11,Low_Fat,Large Kulhad,0.101,0.7847,354,30.8,142,11.5713, Low ,0.0
3079,23%,7%,0.01101,6.98,2.0,Brand 14,0.11%,11%,5.0, Masala Chai ,11,Low_Fat,Elaichi Doodh,3.051,0.0,77,3.0,152,3.3381, Low ,0.0
3080,25%,29%,0.09256,32.8927,50.0,Brand 10,12.8%,6%,120.0, Cold Coffee ,11,Low_Fat,Badam Milk,2.432,1.4144,120,42.5,225,15.6531, Medium ,0.0
3081,59%,29%,0.08973,31.5925,43.0,Brand 26,0.53%,11%,84.0, Cold Coffee ,27,Vitamin_Rich,Saffron-Infused Milk,0.101,1.1801,461,84.0,29,24.5679, Medium ,47.4571
3082,40%,24%,0.02465,29.8682,14.0,Brand 31,0.11%,8%,43.0, Nimbu Pani & Shikanji ,12,Low_Fat,Full Cream Buffalo Milk,0.101,1.4735,362,24.8,149,16.9006, Medium ,17.1052
3083,46%,48%,0.02373,31.0,32.0,Brand 32,0.11%,40%,165.0, Lassi Blends ,10,Low_Fat,Elaichi Doodh,4.291,0.804,410,40.8,140,19.4211, Medium ,3.2068
3084,23%,29%,0.01272,28.5888,78.0,Brand 14,18.04%,40%,103.0, Lassi Blends ,10,Vitamin_Rich,Large Kulhad,5.835,1.3763,653,35.8,150,15.9505, Medium ,77.081
3085,56%,39%,0.09787,25.7004,13.0,Brand 10,1.76%,8%,134.0, South Indian Filter Coffee ,10,Vitamin_Rich,Badam Milk,0.101,0.7436,404,59.3,160,22.1873, Medium ,17.9385
3086,10%,0%,0.03163,17.2055,25.0,Brand 1,0.11%,8%,68.0, Nimbu Pani & Shikanji ,11,Low_Fat,Medium Glass,0.101,0.0,141,3.0,267,24.0614, Low ,4.9669
3087,46%,40%,0.01101,20.9377,40.0,Brand 17,0.71%,8%,90.0, Lassi Blends ,49,Vitamin_Rich,Elaichi Doodh,1.513,3.5642,242,34.3,141,12.4186, Medium ,76.5568
3088,31%,25%,0.02572,26.0913,64.0,Brand 32,28.56%,5%,79.0, Cold Coffee ,11,Low_Fat,Badam Milk,0.101,0.4585,767,3.0,21,20.0868, Medium ,13.7494
3089,77%,32%,0.0455,29.1355,16.0,Brand 32,16.04%,7%,186.0, Special Spiced Chai ,11,Vitamin_Rich,Badam Milk,0.101,1.9409,106,19.0,225,16.3802, Medium ,78.6478
3090,141%,50%,0.08838,30.3081,83.0,Brand 22,0.11%,8%,120.0, Light Buttermilk (Chaas) ,25,Low_Fat,Elaichi Doodh,0.101,3.7911,1254,57.1,219,40.6225, Medium ,48.2663
3091,34%,26%,0.09425,25.6449,21.0,Brand 19,30.63%,6%,59.0, Masala Chai ,11,Low_Fat,Rose Milk,0.101,1.2449,302,28.4,33,22.5796, Medium ,43.3691
3092,130%,55%,0.21948,25.7373,41.0,Brand 2,20.67%,7%,49.0, Special Spiced Chai ,18,Vitamin_Rich,Malai Milk,0.101,4.1114,297,46.5,157,13.3909, Medium ,66.3446
3093,32%,0%,0.01902,4.1782,2.0,Brand 15,1.67%,9%,13.0, Masala Chai ,10,Low_Fat,Large Kulhad,1.369,1.2567,54,23.7,130,3.3381, Medium ,10.7889
3094,85%,32%,0.01101,31.1324,91.0,Brand 25,0.34%,7%,86.0, South Indian Filter Coffee ,28,Vitamin_Rich,Kesar Doodh,0.101,0.5128,276,39.0,151,30.3763, Medium ,10.0611
3095,14%,30%,0.02476,17.9015,72.0,Brand 20,8.66%,9%,184.0, Cold Coffee ,10,Vitamin_Rich,Elaichi Doodh,0.101,0.7797,157,4.0,27,21.4103, Medium ,0.0
3096,15%,30%,0.02081,32.8574,12.0,Brand 7,0.11%,5%,75.0, South Indian Filter Coffee ,11,Low_Fat,Extra Large Kulhad,0.101,0.9041,355,17.9,248,4.374, Medium ,3.9748
3097,121%,26%,0.0297,33.2307,68.0,Brand 17,0.11%,7%,162.0, Special Spiced Chai ,11,Low_Fat,Badam Milk,0.101,1.5042,114,42.3,20,13.0765, Medium ,57.4169
3098,41%,37%,0.03437,26.1657,58.0,Brand 4,24.6%,7%,158.0, Masala Chai ,15,Vitamin_Rich,Badam Milk,0.345,1.5442,367,82.1,113,23.7515, Medium ,152.1182
3099,15%,46%,0.02795,26.2889,24.0,Brand 3,26.16%,6%,182.0, Nimbu Pani & Shikanji ,16,Low_Fat,Extra Large Kulhad,0.122,0.236,196,39.3,248,9.7908, Medium ,1.9496
3100,10%,0%,0.02464,0.0,0.0,Brand 13,0.11%,13%,2.0, Nimbu Pani & Shikanji ,11,Low_Fat,Kesar Doodh,0.101,0.3108,154,3.0,256,3.3381, Medium ,0.0
3101,65%,31%,0.09497,33.492,44.0,Brand 32,0.11%,8%,57.0, Special Spiced Chai ,11,Vitamin_Rich,Badam Milk,0.101,0.9316,482,68.3,48,27.8123, Medium ,56.8039
3102,44%,43%,0.02861,27.6036,24.0,Brand 10,0.11%,7%,145.0, South Indian Filter Coffee ,16,Vitamin_Rich,Saffron-Infused Milk,0.101,3.275,410,68.6,249,15.2607, Medium ,0.0
3103,112%,36%,0.08182,31.2761,61.0,Brand 32,17.58%,17%,49.0, Special Spiced Chai ,10,Vitamin_Rich,Malai Milk,0.268,1.1301,217,114.0,37,29.5944, Medium ,54.6063
3104,63%,29%,0.0288,21.5169,12.0,Brand 27,0.11%,5%,5.0, South Indian Filter Coffee ,10,Low_Fat,Malai Milk,0.101,0.4381,455,54.7,20,15.4793, Medium ,10.4846
3105,30%,27%,0.03971,13.7623,28.0,Brand 19,0.11%,10%,121.0, Masala Chai ,11,Low_Fat,Saffron-Infused Milk,3.385,0.0833,105,3.0,204,3.3381, Medium ,0.0
3106,10%,3%,0.01101,21.8834,30.0,Brand 18,0.11%,67%,2.0, Nimbu Pani & Shikanji ,11,Low_Fat,Large Kulhad,0.101,0.0,111,3.0,55,6.3046, Low ,0.0
3107,10%,2%,0.01251,5.3026,7.0,Brand 14,0.11%,15%,24.0, South Indian Filter Coffee ,17,Low_Fat,Extra Large Kulhad,0.101,0.3744,110,3.0,278,3.3381, Medium ,32.97069360721443
3108,48%,24%,0.09373,37.3387,81.0,Brand 28,20.23%,8%,100.0, Cold Coffee ,10,Vitamin_Rich,Elaichi Doodh,0.101,2.0912,641,11.3,23,41.9446, Medium ,49.8414
3109,27%,34%,0.08646,24.2183,65.0,Brand 10,51.42%,13%,157.0, Cold Coffee ,42,Vitamin_Rich,Malai Milk,100.062,4.4275,468,54.7,135,31.6053, Medium ,103.6655
3110,10%,11%,0.03935,1.9276,5.0,Brand 1,0.11%,11%,37.0, Nimbu Pani & Shikanji ,12,Low_Fat,Large Kulhad,0.815,0.0,0,3.0,438,3.3381, Low ,0.0
3111,42%,28%,0.02011,19.8594,35.0,Brand 27,1.54%,6%,181.0, Cold Coffee ,25,Vitamin_Rich,Full Cream Buffalo Milk,0.101,1.0752,417,43.3,124,17.3329, Medium ,0.9893
3112,38%,22%,0.08079,34.9849,64.0,Brand 17,34.62%,68%,105.0, Lassi Blends ,10,Low_Fat,Badam Milk,1.712,1.1638,344,66.2,20,28.6182, Medium ,35.403
3113,28%,0%,0.02783,0.0,0.0,Brand 21,0.11%,7%,35.0, South Indian Filter Coffee ,10,Low_Fat,Extra Large Kulhad,0.101,0.0,54,10.4,146,3.3381, Medium ,3.8964
3114,46%,27%,0.03285,22.1547,23.0,Brand 9,25.2%,12%,143.0, Light Buttermilk (Chaas) ,16,Vitamin_Rich,Badam Milk,4.248,3.8945,764,61.3,265,25.1789, Medium ,31.5164
3115,53%,32%,0.08274,29.2818,82.0,Brand 5,17.23%,11%,94.0, Lassi Blends ,16,Low_Fat,Kesar Doodh,99.163,0.1836,587,102.7,26,26.0452, Medium ,43.4131
3116,30%,21%,0.07654,23.233,62.0,Brand 32,36.15%,10%,112.0, Cold Coffee ,11,Vitamin_Rich,Badam Milk,0.101,1.1577,1128,51.9,129,24.2698, Medium ,60.1433
3117,81%,35%,0.09166,29.8229,66.0,Brand 11,36.01%,63%,127.0, South Indian Filter Coffee ,10,Low_Fat,Malai Milk,148.449,1.1343,478,143.0,26,28.2932, High ,55.2045
3118,50%,33%,0.01101,30.1181,45.0,Brand 11,3.34%,68%,122.0, Masala Chai ,15,Low_Fat,Saffron-Infused Milk,301.296,0.637,393,66.9,37,16.0658, Medium ,6.4347
3119,58%,28%,0.09573,40.7174,62.0,Brand 26,21.29%,11%,100.0, Cold Coffee ,10,Vitamin_Rich,Saffron-Infused Milk,1.14,1.3313,295,33.9,20,37.7153, Medium ,41.8817
3120,10%,16%,0.02626,1.9801,0.0,Brand 8,0.11%,8%,43.0, Masala Chai ,12,High_Protein,Rose Milk,7.1,0.9659,7,22.0,352,4.7503, Medium ,0.0
3121,111%,29%,0.0891,28.6629,26.0,Brand 12,25.89%,7%,43.0, Masala Chai ,24,Vitamin_Rich,Malai Milk,0.101,1.1558,350,64.6,215,31.385, Medium ,8.9693
3122,37%,27%,0.03274,20.3549,51.0,Brand 21,0.11%,8%,83.0, Light Buttermilk (Chaas) ,10,Low_Fat,Elaichi Doodh,0.618,1.1711,159,23.2,35,24.6561, Medium ,20.126
3123,122%,29%,0.08933,26.5235,18.0,Brand 14,36.57%,5%,46.0, South Indian Filter Coffee ,11,Vitamin_Rich,Badam Milk,0.101,3.4315,176,31.5,230,3.3381, Medium ,40.6354
3124,110%,63%,0.08827,41.6536,78.0,Brand 6,34.73%,15%,67.0, Special Spiced Chai ,51,Vitamin_Rich,Malai Milk,42.643,4.3715,644,123.1,216,44.3596, Medium ,247.2586
3125,92%,47%,0.02237,31.7888,29.0,Brand 32,20.9%,17%,79.0, South Indian Filter Coffee ,24,Vitamin_Rich,Badam Milk,149.184,0.5622,641,143.0,43,16.3314, High ,59.3707
3126,80%,47%,0.0928,29.0648,46.0,Brand 32,0.11%,13%,171.0, Special Spiced Chai ,50,Vitamin_Rich,Malai Milk,0.101,3.1231,564,130.6,246,29.9881, Medium ,59.2678
3127,81%,44%,0.02722,28.358,22.0,Brand 6,2.78%,88%,97.0, Special Spiced Chai ,18,Low_Fat,Kesar Doodh,0.101,0.7824,548,103.9,47,18.7739, Medium ,6.2054
3128,33%,34%,0.01177,29.3968,1.0,Brand 14,25.99%,6%,141.0, Cold Coffee ,10,Low_Fat,Saffron-Infused Milk,1.432,1.6206,251,11.9,264,8.7583, Low ,0.0
3129,22%,0%,0.01101,26.8956,34.0,Brand 16,0.11%,9%,39.0, Lassi Blends ,11,Low_Fat,Large Kulhad,6.37,0.1093,114,3.0,29,8.9911, Medium ,0.0
3130,131%,53%,0.0901,33.5164,28.0,Brand 10,23.76%,12%,44.0, South Indian Filter Coffee ,55,Vitamin_Rich,Malai Milk,0.101,3.8876,319,95.5,199,47.3474, Medium ,40.6171
3131,27%,53%,0.02751,27.3494,51.0,Brand 32,0.11%,75%,55.0, Nimbu Pani & Shikanji ,17,Low_Fat,Badam Milk,1.492,0.8499,471,23.2,20,17.8192, Medium ,0.0
3132,20%,0%,0.0158,28.1088,8.0,Brand 21,0.11%,9%,83.0, Kadak Chai ,11,High_Protein,Kesar Doodh,1.516,0.3758,118,3.0,32,8.6483, Medium ,0.0
3133,40%,47%,0.01101,33.6165,57.0,Brand 14,37.47%,59%,134.0, Special Spiced Chai ,10,Vitamin_Rich,Badam Milk,7.073,1.1433,267,49.4,39,32.039, High ,3.4553
3134,54%,45%,0.01516,33.7423,10.0,Brand 11,0.11%,9%,88.0, South Indian Filter Coffee ,53,Low_Fat,Malai Milk,0.101,0.2328,217,72.0,224,27.8371, Medium ,10.6084
3135,10%,32%,0.03989,30.2092,25.0,Brand 30,0.11%,5%,132.0, Nimbu Pani & Shikanji ,11,Low_Fat,Malai Milk,0.101,0.2247,0,17.9,44,16.6122, Medium ,4.3658
